Timestamp_s	Steering	Braking	Throttle	Gear
6.5E-5	-0.91796749830246	0	1	2
0.016731	-0.916381537914276	0	1	2
0.033397	-0.914915680885315	0	1	2
0.050063	-0.91396963596344	0	1	2
0.066729	-0.91323721408844	0	1	2
0.083395	-0.912779450416565	0	1	2
0.100061	-0.912134230136871	0	1	2
0.116727	-0.911589205265045	0	1	2
0.133393	-0.91088730096817	0	1	2
0.150059	-0.910344421863556	0	1	2
0.166725	-0.90948349237442	0	1	2
0.183391	-0.90899521112442	0	1	2
0.200057	-0.908781588077545	0	1	2
0.216723	-0.908537447452545	0	1	2
0.233389	-0.908537447452545	0	1	2
0.250055	-0.908537447452545	0	1	2
0.266721	-0.908537447452545	0	1	2
0.283387	-0.908537447452545	0	1	2
0.300053	-0.908537447452545	0	1	2
0.316719	-0.908092379570007	0	1	2
0.333385	-0.907347202301025	0	1	2
0.350051	-0.905943393707275	0	1	2
0.366717	-0.903716802597046	0	1	2
0.383383	-0.900755345821381	0	1	2
0.400049	-0.897241175174713	0	1	2
0.416715	-0.893229246139526	0	1	2
0.433381	-0.889664173126221	0	1	2
0.450047	-0.886839091777801	0	1	2
0.466713	-0.884679853916168	0	1	2
0.483379	-0.882693588733673	0	1	2
0.500045	-0.879908919334412	0	1	2
0.516711	-0.875303268432617	0	1	2
0.533377	-0.868383765220642	0	1	2
0.550043	-0.857512295246124	0	1	2
0.566709	-0.843539416790009	0	1	2
0.583375	-0.82297545671463	0	1	2
0.600041	-0.799870908260345	0	1	2
0.616707	-0.764919519424439	0	1	2
0.633373	-0.724016845226288	0	1	2
0.650039	-0.683489084243774	0	1	2
0.666705	-0.634751558303833	0	1	2
0.683371	-0.578794360160828	0	1	2
0.700037	-0.51482230424881	0	1	2
0.716703	-0.451031476259232	0	1	2
0.733369	-0.390005350112915	0	1	2
0.750035	-0.319832384586334	0	1	2
0.766701	-0.251031935214996	0	1	2
0.783367	-0.191899806261063	0	1	2
0.800033	-0.126390472054482	0	1	2
0.816699	-0.0671541020274162	0	1	2
0.833365	-0.015329965390265	0	1	2
0.850031	0.0303833391517401	0	1	2
0.866697	0.0771343559026718	0	1	2
0.883363	0.1128930747509	0	1	2
0.900029	0.144888147711754	0	1	2
0.916695	0.174914166331291	0	1	2
0.933361	0.201281756162643	0	1	2
0.950027	0.225161463022232	0	1	2
0.966693	0.245296984910965	0	1	2
0.983359	0.258839696645737	0	1	2
1.000025	0.270588248968124	0	1	2
1.016691	0.27708688378334	0	1	2
1.033357	0.280323505401611	0	1	2
1.050023	0.280781269073486	0	1	2
1.066689	0.280079334974289	0	1	2
1.083355	0.277801692485809	0	1	2
1.100021	0.273903280496597	0	1	2
1.116687	0.269276678562164	0	1	2
1.133353	0.263935297727585	0	1	2
1.150019	0.257811218500137	0	1	2
1.166685	0.252063781023026	0	1	2
1.183351	0.24676376581192	0	1	2
1.200017	0.242209941148758	0	1	2
1.216683	0.238544285297394	0	1	2
1.233349	0.23567558825016	0	1	2
1.250015	0.233403772115707	0	1	2
1.266681	0.231466248631477	0	1	2
1.283347	0.229755088686943	0	1	2
1.300013	0.228127598762512	0	1	2
1.316679	0.225974261760712	0	1	2
1.333345	0.222581773996353	0	1	2
1.350011	0.214801251888275	0	1	2
1.366677	0.201566383242607	0	1	1
1.383343	0.18425777554512	0	1	1
1.400009	0.163223847746849	0	1	1
1.416675	0.13624781370163	0	1	1
1.433341	0.108311541378498	0	1	1
1.450007	0.083171434700489	0	1	1
1.466673	0.056436326354742	0	1	1
1.483339	0.0246738381683826	0	1	1
1.500005	-0.00693371379747987	0	1	1
1.516671	-0.0404089242219925	0	1	1
1.533337	-0.0770786926150322	0	1	1
1.550003	-0.126634627580643	0	1	1
1.566669	-0.173918351531029	0	1	1
1.583335	-0.221715584397316	0	1	0
1.600001	-0.268356293439865	0	1	0
1.616667	-0.322619616985321	0	1	0
1.633333	-0.373913288116455	0	1	0
1.649999	-0.426671475172043	0	1	0
1.666665	-0.487388432025909	0	1	0
1.683331	-0.543016791343689	0	1	0
1.699997	-0.595954537391663	0	1	0
1.716663	-0.649622321128845	0	1	0
1.733329	-0.698239088058472	0	1	0
1.749995	-0.743746876716614	0	1	0
1.766661	-0.79323273897171	0	1	0
1.783327	-0.835446715354919	0	1	0
1.799993	-0.874551117420196	0	1	0
1.816659	-0.906868517398834	0	1	0
1.833325	-0.937798380851746	0	1	0
1.849991	-0.961225628852844	0	1	0
1.866657	-0.982150137424469	0	1	0
1.883323	-0.999811828136444	0	1	0
1.899989	-1	0	1	0
1.916655	-1	0	1	0
1.933321	-1	0	1	0
1.949987	-1	0	1	0
1.966653	-1	0	1	0
1.983319	-1	0	1	0
1.999985	-1	0	1	0
2.016651	-1	0	1	0
2.033317	-1	0	1	0
2.049983	-1	0	1	0
2.066649	-1	0	1	0
2.083315	-1	0	1	0
2.099981	-1	0	1	0
