Timestamp_s	Steering	Braking	Throttle	Gear
9E-5	0.028244448825717	0	0	2
0.016756	0.028244448825717	0	0	2
0.033422	0.028244448825717	0	0	2
0.050088	0.028244448825717	0	0	2
0.066754	0.028244448825717	0	0	2
0.08342	0.028244448825717	0	0	2
0.100086	0.028244448825717	0	0	2
0.116752	0.028244448825717	0	0	2
0.133418	0.028244448825717	0	0	2
0.150084	0.028244448825717	0	0	2
0.16675	0.028244448825717	0	0	2
0.183416	0.028244448825717	0	0	2
0.200082	0.028244448825717	0	0	2
0.216748	0.028244448825717	0	0	2
0.233414	0.028244448825717	0	0	2
0.25008	0.028244448825717	0	0	2
0.266746	0.028244448825717	0	0	2
0.283412	0.028244448825717	0	0	2
0.300078	0.028244448825717	0	0	2
0.316744	0.028244448825717	0	0	2
0.33341	0.028244448825717	0	0	2
0.350076	0.028244448825717	0	0	2
0.366742	0.028244448825717	0	0	2
0.383408	0.028244448825717	0	0	2
0.400074	0.028244448825717	0	0	2
0.41674	0.028244448825717	0	0	2
0.433406	0.028244448825717	0	0	2
0.450072	0.028244448825717	0	0	2
0.466738	0.028244448825717	0	0	2
0.483404	0.028244448825717	0	0	2
0.50007	0.028244448825717	0	0	2
0.516736	0.028244448825717	0	0	2
0.533402	0.028244448825717	0	0	2
0.550068	0.028244448825717	0	0	2
0.566734	0.028244448825717	0	0	2
0.5834	0.028244448825717	0	0	2
0.600066	0.028244448825717	0	0	2
0.616732	0.028244448825717	0	0	2
0.633398	0.028244448825717	0	0	2
0.650064	0.028244448825717	0	0	2
0.66673	0.028244448825717	0	0	2
0.683396	0.028244448825717	0	0	2
0.700062	0.028244448825717	0	0	2
0.716728	0.028244448825717	0	0	2
0.733394	0.028244448825717	0	0	2
0.75006	0.028244448825717	0	0	2
0.766726	0.028244448825717	0	0	2
0.783392	0.028244448825717	0	0	2
0.800058	0.028244448825717	0	0	2
0.816724	0.028244448825717	0	0	2
0.83339	0.028244448825717	0	0	2
0.850056	0.028244448825717	0	0	2
0.866722	0.028244448825717	0	0	2
0.883388	0.028244448825717	0	0	2
0.900054	0.028244448825717	0	0	2
0.91672	0.028244448825717	0	0	2
0.933386	0.028244448825717	0	0	2
0.950052	0.028244448825717	0	0	2
0.966718	0.028244448825717	0	0	2
0.983384	0.028244448825717	0	0	2
1.00005	0.028244448825717	0	0	2
1.016716	0.028244448825717	0	0	2
1.033382	0.028244448825717	0	0	2
1.050048	0.028244448825717	0	0	2
1.066714	0.028244448825717	0	0	2
1.08338	0.028244448825717	0	0	2
1.100046	0.028244448825717	0	0	2
1.116712	0.028244448825717	0	0	2
1.133378	0.028244448825717	0	0	2
1.150044	0.028244448825717	0	0	2
1.16671	0.028244448825717	0	0	2
1.183376	0.028244448825717	0	0	2
1.200042	0.028244448825717	0	0	2
1.216708	0.028244448825717	0	0	2
1.233374	0.028244448825717	0	0	2
1.25004	0.028244448825717	0	0	2
1.266706	0.028244448825717	0	0	2
1.283372	0.028244448825717	0	0	2
1.300038	0.028244448825717	0	0	2
1.316704	0.028244448825717	0	0	2
1.33337	0.028244448825717	0	0	2
1.350036	0.028244448825717	0	0	2
1.366702	0.028244448825717	0	0	2
1.383368	0.028244448825717	0	0	2
1.400034	0.028244448825717	0	0	2
1.4167	0.028244448825717	0	0	2
1.433366	0.028244448825717	0	0	2
1.450032	0.028244448825717	0	0	2
1.466698	0.028244448825717	0	0	2
1.483364	0.028244448825717	0	0	2
1.50003	0.028244448825717	0	0	2
1.516696	0.028244448825717	0	0	2
1.533362	0.028244448825717	0	0	2
1.550028	0.028244448825717	0	0	2
1.566694	0.028244448825717	0	0	2
1.58336	0.028244448825717	0	0	2
1.600026	0.028244448825717	0	0	2
1.616692	0.028244448825717	0	0	2
1.633358	0.028244448825717	0	0	2
1.650024	0.028244448825717	0	0	2
1.66669	0.028244448825717	0	0	2
1.683356	0.028244448825717	0	0	2
1.700022	0.028244448825717	0	0	2
1.716688	0.028244448825717	0	0	2
1.733354	0.028244448825717	0	0	2
1.75002	0.028244448825717	0	0	2
1.766686	0.028244448825717	0	0	2
1.783352	0.028244448825717	0	0	2
1.800018	0.028244448825717	0	0	2
1.816684	0.028244448825717	0	0	2
1.83335	0.028244448825717	0	0	2
1.850016	0.028244448825717	0	0	2
1.866682	0.028244448825717	0	0	2
1.883348	0.028244448825717	0	0	2
1.900014	0.028244448825717	0	0	2
1.91668	0.028244448825717	0	0	2
1.933346	0.028244448825717	0	0	2
1.950012	0.028244448825717	0	0	2
1.966678	0.028244448825717	0	0	2
1.983344	0.028244448825717	0	0	2
2.00001	0.028244448825717	0	0	2
2.016676	0.028244448825717	0	0	2
2.033342	0.028244448825717	0	0	2
2.050008	0.028244448825717	0	0	2
2.066674	0.028244448825717	0	0	2
2.08334	0.028244448825717	0	0	2
